Date,Pharmacy,Location,Drug,Brand,Price,Quantity,Supplier_Name,Batch_Number,Expiry_Date,Sales_Channel,Drug_Form
08/06/2024,Rodriguez-Graham,Rural,Chloroquine,HealthFirst,2805.28,34,Chapman and Sons,Vm-87323-ug,10/07/2026,In-Store,Capsule
15/04/2025,Doyle Ltd,Rural,Coartem,HealthFirst,4349.54,25,"Woods, Calhoun and Schmidt",mp-50962-tr,16/05/2025,In-Store,Tablet
12/01/2025,"Flowers, Martin and Kelly",Urban,Artemisinin,PharmaTrust,3231.38,56,Henderson-Bernard,Ip-59389-pm,06/10/2025,In-Store,Capsule
15/10/2024,Frazier Inc,Urban,Artemisinin,PharmaTrust,4509.19,35,"Woods, Calhoun and Schmidt",VH-87335-du,01/02/2027,Market Stall,Capsule
10/04/2025,Carlson-Cruz,Urban,Amlodipine,BioCare,4521.03,1,Powell LLC,MS-82998-vK,27/11/2026,In-Store,Tablet
06/11/2024,"Dyer, Potter and Mack",Urban,Amoxicillin,MediPlus,2736.11,20,"West, Henderson and Ramirez",uN-14880-ve,22/01/2026,In-Store,Capsule
04/09/2024,Dudley Group,Urban,Artemisinin,MediPluz,3998.47,69,Novak and Sons,il-67464-Dm,05/06/2025,Mobile Van,Tablet
09/05/2024,"Martin, Rose and Obrien",Urban,Chloroquine,Biokare,983.53,20,"West, Henderson and Ramirez",cr-63647-ZH,02/05/2026,Market Stall,Capsule
18/05/2024,Williams and Sons,Rural,Amlodipine,BioCare,371.6,81,Lee-Davis,QI-42804-Ng,07/08/2026,In-Store,Capsule
18/06/2024,"Baker, Mason and White",Rural,Paracetamol,HealthFirst,803.73,22,Chapman and Sons,nm-94476-OQ,14/04/2026,In-Store,Injection
31/10/2024,Garcia-James,Urban,Azithromycin,BioCare,4768.54,32,"Brown, Valdez and Lucas",qX-99380-CY,27/05/2025,Market Stall,Syrup
08/06/2024,Abbott-Munoz,Rural,Ciprofloxacin,HealthFirst,3505.37,61,Walker LLC,ar-30376-Lg,25/07/2026,In-Store,Injection
08/04/2025,"Snyder, Campos and Callahan",Rural,Metformin,PharmaTrust,4592.4,55,Jones Inc,bY-17997-vD,20/07/2026,In-Store,Injection
07/04/2025,"Arroyo, Miller and Tucker",Rural,Chloroquine,BioCare,2503.27,11,"West, Henderson and Ramirez",dU-73108-lF,24/11/2026,Market Stall,Syrup
22/05/2024,Baker and Sons,Urban,Azithromycin,PharmaTrust,2855.22,22,House-Glover,xF-36225-Hs,20/06/2025,Market Stall,Capsule
29/11/2024,"Dyer, Potter and Mack",Urban,Metformin,BioCare,1776.34,4,"Hensley, Powell and David",eh-03222-oS,24/05/2026,In-Store,Injection
08/11/2024,"Watts, Robinson and Nguyen",Rural,Amoxicillin,MediPluz,4329.87,63,"Washington, Ryan and Cummings",Bb-69186-Ea,17/08/2026,Market Stall,Syrup
27/02/2025,"Snyder, Campos and Callahan",Rural,Chloroquine,MediPlus,3256.4,68,Gray Group,kX-41957-qf,13/04/2027,Mobile Van,Tablet
01/10/2024,Williams and Sons,Urban,Coartem,BioCare,1780.83,5,Chapman and Sons,SY-85845-nU,22/02/2026,Mobile Van,Tablet
01/12/2024,Blake and Sons,Rural,Artemisinin,BioCare,4148.29,39,Jones-Young,Ut-81053-ax,15/10/2025,Mobile Van,Syrup
17/08/2024,Gray-Mayo,Urban,Amlodipine,MediPlus,3143.11,20,"Brooks, Lam and Hayes",cR-74923-Ie,14/12/2026,Market Stall,Capsule
14/05/2024,Perez Inc,Rural,Metformin,MediPlus,2836.34,2,"Stanley, Tucker and Lee",wz-79934-we,01/03/2027,Market Stall,Injection
21/07/2024,Rodriguez-Graham,Urban,Coartem,MediPluz,3294.71,40,Yu Inc,Dt-90726-Qu,11/02/2027,Market Stall,Capsule
30/07/2024,Arnold Ltd,Urban,Coartem,PharmaTrust,4991.91,18,House-Glover,UK-39625-LK,25/06/2025,Mobile Van,Tablet
13/10/2024,"Dyer, Potter and Mack",Urban,Ibuprofen,BioCare,1370.52,76,Chapman and Sons,ul-80271-iC,25/10/2025,In-Store,Syrup
29/10/2024,"Walter, Edwards and Rios",Urban,Chloroquine,PharmaTrust,1581.5,29,Powell LLC,Bh-22638-Dh,15/02/2026,Mobile Van,Injection
29/11/2024,"Baker, Mason and White",Rural,Amoxicillin,BioCare,1593.84,25,Novak and Sons,Hg-13835-YF,24/05/2026,Market Stall,Syrup
31/05/2024,Abbott-Munoz,Urban,Metformin,MediPluz,2340.34,100,Williams PLC,am-05245-uD,25/04/2027,Market Stall,Injection
30/12/2024,Carlson-Cruz,Rural,Ibuprofen,HealthFirst,2254.54,68,Jones Inc,eW-83542-hT,06/03/2027,Market Stall,Syrup
11/07/2024,"Ross, Robinson and Bright",Rural,Chloroquine,PharmaTrust,2006.6,6,Baxter Inc,tq-57961-sb,11/06/2025,Market Stall,Tablet
30/08/2024,"Mcclain, Miller and Henderson",Rural,Artemisinin,MediPlus,1672.63,75,"Woods, Calhoun and Schmidt",Jt-79979-of,11/03/2027,In-Store,Syrup
04/09/2024,"Mcclure, Ward and Lee",Rural,Ibuprofen,PharmaTrust,1014.91,50,"Daniels, Adkins and Brown",ha-22791-RD,18/12/2025,In-Store,Capsule
10/10/2024,Abbott-Munoz,Rural,Coartem,MediPlus,707.7,82,Lee-Davis,Wp-55065-al,16/09/2026,Mobile Van,Capsule
27/03/2025,Morales-Jones,Rural,Ibuprofen,PharmaTrust,4707.43,68,"Brooks, Lam and Hayes",Yw-00686-Pk,19/09/2025,Mobile Van,Tablet
24/06/2024,"Arroyo, Miller and Tucker",Rural,Metformin,MediPlus,1800.04,38,Baxter Inc,kj-04204-rD,26/03/2027,In-Store,Capsule
11/03/2025,"Martin, Rose and Obrien",Urban,Amoxicillin,MediPlus,3841.72,1,Jones Inc,Gu-04284-de,29/09/2025,In-Store,Syrup
28/09/2024,"Watts, Robinson and Nguyen",Urban,Azithromycin,MediPlus,2426.22,23,Williams PLC,JN-72450-pj,07/11/2026,Mobile Van,Syrup
15/05/2024,Garcia-James,Rural,Chloroquine,PharmaTrust,4414.09,90,Williams PLC,uj-08587-eK,18/10/2025,In-Store,Capsule
26/06/2024,Hickman Ltd,Urban,Amoxicillin,BioCare,3655.43,90,Powell LLC,to-69446-gb,01/08/2025,Market Stall,Injection
09/12/2024,Anderson Group,Urban,Coartem,FarmaTrust,3219.48,60,Yu Inc,BP-12097-vH,09/10/2025,Market Stall,Syrup
25/12/2024,Burton Ltd,Urban,Artemisinin,MediPlus,1206.25,72,Morton-Chase,WB-57178-ia,04/06/2026,In-Store,Tablet
06/02/2025,Carlson-Cruz,Urban,Coartem,MediPlus,2281.43,49,"West, Henderson and Ramirez",FN-92799-mq,02/07/2026,Market Stall,Injection
16/07/2024,"Harris, Collins and Carney",Rural,Coartem,BioCare,3127.03,12,Baxter Inc,Fq-29480-jz,21/05/2026,In-Store,Syrup
23/12/2024,Garcia-James,Urban,Amoxicillin,HealthFirst,1537.98,91,Novak and Sons,gD-01750-Ew,27/11/2025,In-Store,Capsule
17/10/2024,Blair PLC,Rural,Metformin,BioCare,2046.02,28,Yu Inc,OZ-50316-SW,31/05/2026,In-Store,Capsule
11/06/2024,"Martin, Rose and Obrien",Rural,Ibuprofen,BioCare,856.89,7,"Daniels, Adkins and Brown",tU-57366-aQ,12/08/2026,Mobile Van,Tablet
05/02/2025,Blair PLC,Rural,Amoxicillin,MediPlus,1894.45,72,Gray Group,bb-68012-nK,12/05/2025,In-Store,Injection
26/03/2025,Perez Inc,Urban,Ibuprofen,PharmaTrust,4091.55,48,"Brooks, Lam and Hayes",Qt-81970-Cz,14/01/2026,Market Stall,Syrup
22/12/2024,George Group,Rural,Chloroquine,HealthFirst,2244.25,61,Powell LLC,IJ-54408-Gv,13/03/2027,In-Store,Injection
29/04/2024,James Group,Urban,Coartem,HealthFirst,4448.81,23,"Hensley, Powell and David",nb-37219-tf,01/07/2026,Market Stall,Capsule
25/02/2025,"Mcclain, Miller and Henderson",Urban,Paracetamol,Hea1thFirst,2260.54,84,Chapman and Sons,LX-08482-Ab,31/10/2026,In-Store,Syrup
26/01/2025,"Mcclure, Ward and Lee",Urban,Ibuprofen,PharmaTrust,4188.91,36,House-Glover,Fo-46208-Jt,14/10/2025,Market Stall,Injection
17/06/2024,"Watts, Robinson and Nguyen",Urban,Paracetamol,FarmaTrust,3325.26,85,"Brooks, Lam and Hayes",Ys-21563-mM,11/03/2027,Mobile Van,Capsule
26/01/2025,"Hoffman, Baker and Richards",Urban,Azithromycin,PharmaTrust,1595.11,84,House-Glover,ip-76825-Gg,17/01/2026,In-Store,Tablet
16/02/2025,"Snyder, Campos and Callahan",Urban,Azithromycin,HealthFirst,4703.68,48,House-Glover,YP-47432-MM,27/01/2026,Market Stall,Syrup
29/08/2024,Anderson Group,Urban,Ibuprofen,Biokare,761.22,66,"Stanley, Tucker and Lee",ox-75538-bB,02/04/2027,Mobile Van,Tablet
05/09/2024,Perez Inc,Rural,Paracetamol,MediPlus,4412.84,84,Jones-Young,EO-41390-rq,04/11/2025,Mobile Van,Syrup
13/06/2024,Perez Inc,Rural,Metformin,BioCare,2097.97,91,Morton-Chase,lW-97920-il,30/07/2025,Mobile Van,Capsule
18/02/2025,Spence PLC,Rural,Amlodipine,FarmaTrust,1704.04,9,Russell Group,jO-23703-PS,11/08/2025,Mobile Van,Syrup
15/11/2024,James Group,Urban,Amlodipine,HealthFirst,3242.28,86,"Brooks, Lam and Hayes",Rl-88970-RV,28/03/2026,Market Stall,Injection
06/05/2024,"Martin, Rose and Obrien",Urban,Artemisinin,BioCare,2361.64,48,Yu Inc,Wh-05206-bW,04/02/2027,Market Stall,Tablet
14/11/2024,Allen-Allen,Rural,Ciprofloxacin,BioCare,1234.75,22,"Brown, Valdez and Lucas",QS-41069-FE,11/10/2026,Mobile Van,Syrup
30/12/2024,Abbott-Munoz,Urban,Ibuprofen,PharmaTrust,213.73,73,Morton-Chase,Jz-75323-mQ,04/09/2026,Market Stall,Injection
30/10/2024,"Harris, Collins and Carney",Urban,Amlodipine,PharmaTrust,3519.94,82,Novak and Sons,hC-73642-Iv,31/10/2026,Mobile Van,Syrup
30/03/2025,"Mcclure, Ward and Lee",Rural,Paracetamol,FarmaTrust,2094.11,12,Chapman and Sons,Ur-72280-TS,16/10/2025,In-Store,Capsule
25/09/2024,"Hoffman, Baker and Richards",Urban,Amoxicillin,PharmaTrust,2238.19,93,"Woods, Calhoun and Schmidt",Vn-91742-Jd,06/12/2026,Market Stall,Injection
02/01/2025,Galloway-Wyatt,Rural,Coartem,Biokare,4132.79,60,Hancock Inc,fH-86919-dK,10/03/2027,In-Store,Capsule
20/11/2024,Blair PLC,Urban,Metformin,HealthFirst,3252.6,72,Henderson-Bernard,Si-17455-TC,16/12/2026,Mobile Van,Injection
27/08/2024,"Henderson, Ramirez and Lewis",Rural,Artemisinin,Hea1thFirst,4490.18,52,"West, Henderson and Ramirez",hc-37004-lV,28/09/2025,Mobile Van,Syrup
19/07/2024,Davis and Sons,Urban,Metformin,MediPlus,2737.91,23,"Stanley, Tucker and Lee",fe-62864-zM,01/08/2025,Mobile Van,Syrup
01/11/2024,Carlson-Cruz,Rural,Ciprofloxacin,MediPluz,3821.38,12,Powell LLC,oR-70389-Ue,28/09/2026,Mobile Van,Capsule
20/07/2024,Galloway-Wyatt,Urban,Artemisinin,Biokare,2814.38,44,Baxter Inc,BT-64903-uC,23/06/2025,Market Stall,Syrup
06/10/2024,Harrell LLC,Urban,Coartem,Hea1thFirst,1400.19,14,"Daniels, Adkins and Brown",LP-88972-oe,05/08/2026,Mobile Van,Capsule
06/05/2024,Wilkerson-Day,Rural,Chloroquine,BioCare,2831.29,56,Chapman and Sons,wr-10185-ax,05/12/2026,Mobile Van,Tablet
30/10/2024,Doyle Ltd,Urban,Metformin,PharmaTrust,3349.56,14,Baxter Inc,oJ-44870-fS,23/03/2027,Market Stall,Syrup
04/11/2024,"Martin, Rose and Obrien",Urban,Metformin,MediPlus,4660.99,9,"Washington, Ryan and Cummings",Mb-17474-YX,29/04/2026,Market Stall,Capsule
18/12/2024,Gray-Mayo,Urban,Chloroquine,MediPlus,3723.46,92,Jones Inc,mp-23285-Ep,28/02/2026,In-Store,Capsule
20/06/2024,Williams and Sons,Rural,Amlodipine,PharmaTrust,789.22,62,Morton-Chase,jZ-30576-Sd,24/10/2026,Mobile Van,Syrup
19/03/2025,"Henderson, Ramirez and Lewis",Rural,Ciprofloxacin,MediPlus,4485.28,11,"Daniels, Adkins and Brown",ph-72669-IT,03/02/2026,Mobile Van,Syrup
01/03/2025,Gray-Mayo,Rural,Ibuprofen,BioCare,1493.24,79,Novak PLC,Bj-85218-xo,06/08/2026,Mobile Van,Syrup
11/09/2024,"Dyer, Potter and Mack",Urban,Coartem,HealthFirst,2575.76,42,Russell Group,Fs-63948-li,09/11/2025,Mobile Van,Capsule
13/07/2024,Blake and Sons,Rural,Coartem,HealthFirst,4283.21,86,"Brown, Valdez and Lucas",Zq-49093-jy,03/12/2026,In-Store,Tablet
17/02/2025,"Reid, Ferguson and Sanchez",Urban,Amoxicillin,HealthFirst,2586.53,97,House-Glover,qt-92634-Jn,30/04/2025,In-Store,Capsule
31/07/2024,"Flowers, Martin and Kelly",Rural,Amlodipine,PharmaTrust,2110.3,95,Gray Group,PH-10545-Ny,04/05/2025,In-Store,Injection
22/05/2024,Garcia-James,Rural,Paracetamol,PharmaTrust,4115.23,40,"Hensley, Powell and David",Jy-93772-Fu,06/09/2026,In-Store,Injection
12/02/2025,"Reid, Ferguson and Sanchez",Rural,Azithromycin,MediPlus,771.26,23,"West, Henderson and Ramirez",mt-66807-vS,12/10/2026,Market Stall,Tablet
08/02/2025,Carlson-Cruz,Rural,Coartem,HealthFirst,1817.12,67,"Washington, Ryan and Cummings",DG-71071-bA,24/01/2026,Market Stall,Capsule
28/08/2024,Anderson Group,Rural,Azithromycin,PharmaTrust,4519.02,42,Russell Group,ii-02647-me,15/11/2025,Market Stall,Tablet
04/04/2025,"Adams, Zuniga and Wong",Rural,Metformin,HealthFirst,1058.35,26,"Robinson, Jones and Welch",aC-64202-zw,09/05/2026,In-Store,Injection
03/12/2024,Ryan PLC,Urban,Metformin,PharmaTrust,1469.29,88,"Brown, Valdez and Lucas",fS-66758-nt,20/10/2025,Market Stall,Tablet
16/02/2025,Morales-Jones,Rural,Amlodipine,HealthFirst,4060.06,28,Baxter Inc,Vk-44776-oz,26/10/2026,Market Stall,Syrup
20/01/2025,Doyle Ltd,Rural,Artemisinin,HealthFirst,3124.23,35,Jones-Young,JB-96637-hl,30/04/2025,Mobile Van,Tablet
16/03/2025,Frazier Inc,Rural,Amoxicillin,MediPlus,254.87,3,Wright and Sons,XA-45977-EU,06/09/2026,Mobile Van,Tablet
24/02/2025,Frazier Inc,Rural,Ciprofloxacin,BioCare,348.21,17,Novak and Sons,Zb-40495-zY,13/04/2027,In-Store,Syrup
30/12/2024,Ryan PLC,Urban,Amoxicillin,HealthFirst,2450.13,30,Williams PLC,Qh-92519-fw,20/09/2026,Mobile Van,Syrup
16/09/2024,Rodriguez-Graham,Urban,Amlodipine,HealthFirst,3623.29,52,House-Glover,DQ-65292-Jh,28/08/2026,Mobile Van,Syrup
07/07/2024,"Guzman, Hoffman and Baldwin",Urban,Amlodipine,MediPlus,4041.6,58,Morton-Chase,XT-62480-rB,04/05/2026,In-Store,Tablet
24/10/2024,Burton Ltd,Rural,Ibuprofen,HealthFirst,3122.51,69,Novak PLC,Lv-93383-YU,06/06/2025,Mobile Van,Tablet
22/06/2024,Williams and Sons,Rural,Artemisinin,BioCare,1350.96,93,"West, Henderson and Ramirez",mR-78626-gq,05/04/2027,Market Stall,Syrup
29/05/2024,Blair PLC,Urban,Ibuprofen,MediPlus,3014.37,57,"Robinson, Jones and Welch",CH-35039-uf,14/12/2025,Mobile Van,Syrup
08/03/2025,"Rodriguez, Figueroa and Sanchez",Urban,Ibuprofen,Biokare,2018.85,33,Chapman and Sons,XL-12011-by,14/05/2026,Mobile Van,Capsule
30/10/2024,Rodriguez-Graham,Rural,Metformin,PharmaTrust,1723.1,83,Novak and Sons,Rp-36852-DX,06/09/2026,Market Stall,Syrup
23/08/2024,Allen-Allen,Urban,Artemisinin,HealthFirst,3420.87,3,"Stanley, Tucker and Lee",vI-76115-Us,23/07/2026,Market Stall,Syrup
09/01/2025,"Gardner, Robinson and Lawrence",Rural,Azithromycin,HealthFirst,4714.36,1,Novak and Sons,aH-73840-he,29/01/2027,In-Store,Capsule
19/05/2024,Blake and Sons,Rural,Paracetamol,FarmaTrust,3030.14,61,"Johnston, Sanchez and Kennedy",bQ-52124-EB,08/11/2026,In-Store,Tablet
02/10/2024,"Rodriguez, Figueroa and Sanchez",Urban,Amoxicillin,MediPlus,2150.83,9,"Washington, Ryan and Cummings",Iy-78619-Wy,06/12/2025,In-Store,Capsule
09/09/2024,Dudley Group,Rural,Azithromycin,MediPlus,695.03,70,"Stanley, Tucker and Lee",on-33837-hc,11/01/2027,Market Stall,Capsule
12/10/2024,Burton Ltd,Urban,Chloroquine,HealthFirst,3291.9,84,"Johnston, Sanchez and Kennedy",fc-47603-EC,16/04/2026,Market Stall,Tablet
08/07/2024,Blair PLC,Rural,Ciprofloxacin,MediPlus,3999.02,18,Gray Group,qf-53396-rt,05/07/2025,Market Stall,Capsule
27/06/2024,Anderson Group,Urban,Chloroquine,PharmaTrust,2285.69,23,Russell Group,Ja-75798-lD,02/12/2026,In-Store,Tablet
18/06/2024,"Mcclure, Ward and Lee",Rural,Metformin,Hea1thFirst,2816.64,27,"Stanley, Tucker and Lee",kx-09935-ej,26/04/2025,Market Stall,Tablet
21/12/2024,Rodriguez LLC,Rural,Amlodipine,PharmaTrust,2530.64,97,"Brown, Valdez and Lucas",Vz-87554-FT,08/06/2025,In-Store,Syrup
29/04/2024,Garcia-James,Urban,Metformin,HealthFirst,305.97,76,Jones Inc,cg-47587-iY,24/11/2026,Mobile Van,Tablet
12/11/2024,"Ross, Robinson and Bright",Rural,Coartem,HealthFirst,1535.91,71,"Washington, Ryan and Cummings",rg-08703-hz,25/09/2025,Market Stall,Syrup
20/11/2024,Perez Inc,Rural,Azithromycin,FarmaTrust,3460.68,88,Chapman and Sons,Hm-61010-dg,08/02/2026,Market Stall,Tablet
09/07/2024,Blake and Sons,Rural,Azithromycin,BioCare,3759.84,18,Baxter Inc,cZ-52780-Uu,09/03/2026,In-Store,Syrup
06/04/2025,Davis and Sons,Rural,Coartem,MediPlus,3351.47,47,"Daniels, Adkins and Brown",YJ-08863-QZ,06/12/2025,In-Store,Capsule
28/05/2024,"Adams, Zuniga and Wong",Rural,Paracetamol,FarmaTrust,2774.69,54,Morton-Chase,Zg-96284-ZM,15/11/2025,In-Store,Capsule
05/08/2024,"Flowers, Martin and Kelly",Urban,Coartem,MediPlus,3890.58,21,"Johnston, Sanchez and Kennedy",Ux-74690-FL,02/09/2025,Mobile Van,Syrup
30/07/2024,George Group,Urban,Paracetamol,MediPlus,536.47,51,Henderson-Bernard,uE-21839-AT,18/06/2026,Mobile Van,Injection
04/04/2025,Blake and Sons,Rural,Artemisinin,PharmaTrust,2316.93,97,Novak PLC,mu-53893-yi,21/10/2026,In-Store,Syrup
06/08/2024,Rodriguez LLC,Rural,Ibuprofen,PharmaTrust,2086.38,54,Gomez-Jenkins,WJ-19517-zp,12/07/2025,Mobile Van,Injection
22/11/2024,Ryan PLC,Rural,Amlodipine,MediPlus,1243.21,46,"Brooks, Lam and Hayes",NX-92786-JP,04/02/2026,Mobile Van,Capsule
02/10/2024,"Ferrell, Rice and Maddox",Urban,Artemisinin,HealthFirst,2351.26,52,Powell LLC,Sm-87967-DS,02/08/2026,In-Store,Capsule
01/02/2025,"Mcclain, Miller and Henderson",Urban,Amoxicillin,BioCare,4408.33,65,"Brown, Valdez and Lucas",Zc-95688-UH,01/01/2026,Mobile Van,Syrup
05/02/2025,Hickman Ltd,Rural,Ibuprofen,HealthFirst,4121.44,23,Russell Group,hy-96652-nS,05/09/2026,Market Stall,Tablet
25/12/2024,Harrell LLC,Rural,Amlodipine,PharmaTrust,1331.12,33,"Washington, Ryan and Cummings",Vr-48786-Hb,01/08/2025,In-Store,Capsule
14/05/2024,"Guzman, Hoffman and Baldwin",Urban,Ibuprofen,MediPlus,2294.04,78,"Johnston, Sanchez and Kennedy",Zi-51184-QV,10/01/2027,Mobile Van,Capsule
17/09/2024,George Group,Urban,Ciprofloxacin,FarmaTrust,4375.2,94,Walker LLC,Zd-41022-xI,28/10/2025,Market Stall,Tablet
28/08/2024,Rodriguez-Graham,Rural,Artemisinin,PharmaTrust,3342.06,73,"Washington, Ryan and Cummings",bS-95788-Io,20/01/2026,Mobile Van,Tablet
16/06/2024,Davis and Sons,Rural,Amlodipine,HealthFirst,1467,58,"Daniels, Adkins and Brown",lC-62738-zb,30/03/2026,Mobile Van,Syrup
25/01/2025,"Mcclain, Miller and Henderson",Rural,Coartem,HealthFirst,3241.49,16,Novak PLC,aN-70625-fQ,27/04/2026,Mobile Van,Tablet
02/02/2025,Arnold Ltd,Rural,Amlodipine,PharmaTrust,4095.24,72,"West, Henderson and Ramirez",NT-92611-IT,12/06/2025,Mobile Van,Tablet
17/12/2024,James Group,Urban,Ciprofloxacin,HealthFirst,4249.66,11,Baxter Inc,Np-56069-Ul,02/11/2025,Mobile Van,Tablet
17/06/2024,"Ferrell, Rice and Maddox",Rural,Amoxicillin,Hea1thFirst,1969.66,68,Novak and Sons,Sv-36736-Rq,07/11/2026,In-Store,Tablet
13/05/2024,Wilkerson-Day,Urban,Paracetamol,HealthFirst,1331.82,38,Chapman and Sons,ef-19731-Xk,13/05/2025,In-Store,Tablet
19/03/2025,Blair PLC,Urban,Amoxicillin,Hea1thFirst,542.81,4,Gray Group,zp-27221-eF,11/12/2025,Market Stall,Syrup
09/01/2025,Abbott-Munoz,Urban,Azithromycin,FarmaTrust,4648.02,54,"Johnston, Sanchez and Kennedy",Ki-19938-QC,31/10/2025,In-Store,Syrup
20/07/2024,Smith-Bowen,Urban,Ibuprofen,MediPlus,4528.64,2,Jones Inc,zp-40958-us,31/03/2026,In-Store,Syrup
08/12/2024,"Dyer, Potter and Mack",Rural,Paracetamol,Biokare,240.16,50,"Woods, Calhoun and Schmidt",iq-23266-jL,12/11/2026,In-Store,Syrup
11/12/2024,"Flowers, Martin and Kelly",Urban,Azithromycin,PharmaTrust,410.03,52,Lee-Davis,Cr-66390-iQ,19/02/2026,Market Stall,Syrup
06/10/2024,James Group,Rural,Ciprofloxacin,HealthFirst,3041.15,95,Jones-Young,lj-33891-Hb,03/05/2025,Mobile Van,Capsule
05/07/2024,"Baker, Mason and White",Urban,Metformin,MediPlus,3427.59,72,Jones-Young,NZ-37060-XR,24/09/2025,In-Store,Syrup
22/05/2024,"Harris, Collins and Carney",Rural,Chloroquine,Hea1thFirst,4137.22,80,Morton-Chase,yh-41733-ko,27/07/2026,In-Store,Injection
18/07/2024,"Mcclure, Ward and Lee",Urban,Azithromycin,HealthFirst,2330.48,7,Chapman and Sons,qv-38189-Or,26/09/2026,Market Stall,Syrup
03/01/2025,"Walter, Edwards and Rios",Rural,Chloroquine,Biokare,2198.8,26,Jones Inc,kp-97515-XH,07/10/2026,Market Stall,Tablet
04/09/2024,Baker and Sons,Rural,Chloroquine,HealthFirst,764.82,34,Williams PLC,bY-89725-Xy,15/04/2026,In-Store,Syrup
26/01/2025,"Ross, Robinson and Bright",Urban,Ciprofloxacin,BioCare,4862.38,100,Gomez-Jenkins,CT-13223-Vb,20/07/2026,Mobile Van,Capsule
01/05/2024,Galloway-Wyatt,Rural,Coartem,BioCare,766.83,18,"Johnston, Sanchez and Kennedy",ts-31346-oM,03/05/2025,Mobile Van,Capsule
22/01/2025,"Guzman, Hoffman and Baldwin",Rural,Paracetamol,HealthFirst,1272.02,85,Novak PLC,vJ-15339-om,15/10/2026,Market Stall,Tablet
15/06/2024,Harrell LLC,Rural,Ibuprofen,HealthFirst,4873.16,82,Lee-Davis,hl-65090-He,23/05/2026,Market Stall,Injection
22/08/2024,"Watts, Robinson and Nguyen",Urban,Amoxicillin,HealthFirst,1545.14,84,Walker LLC,vM-89364-Zd,03/11/2025,Mobile Van,Syrup
30/03/2025,Baker and Sons,Rural,Ibuprofen,MediPlus,3295.95,99,Wright and Sons,Le-00679-Pm,02/12/2025,Market Stall,Tablet
30/09/2024,Galloway-Wyatt,Urban,Coartem,PharmaTrust,1296.79,85,"Woods, Calhoun and Schmidt",wz-80606-ej,22/07/2025,Market Stall,Injection
11/01/2025,"Adams, Zuniga and Wong",Urban,Amoxicillin,HealthFirst,4120.02,2,Henderson-Bernard,Fl-74726-nt,14/02/2027,In-Store,Capsule
10/05/2024,"Harris, Collins and Carney",Rural,Coartem,PharmaTrust,3007.84,14,Jones-Young,jE-68877-Xv,11/04/2027,Mobile Van,Tablet
29/12/2024,Gray-Mayo,Rural,Amoxicillin,PharmaTrust,1114.84,3,Novak PLC,MS-38668-FT,07/06/2025,Market Stall,Syrup
14/10/2024,Frazier Inc,Urban,Amoxicillin,MediPluz,1245.92,2,"Woods, Calhoun and Schmidt",bU-34218-WG,15/08/2026,In-Store,Tablet
13/01/2025,Davis and Sons,Urban,Amoxicillin,HealthFirst,4129.39,22,"Robinson, Jones and Welch",iY-31698-mU,18/05/2026,In-Store,Syrup
04/12/2024,"Dyer, Potter and Mack",Rural,Coartem,MediPluz,4475.51,14,Baxter Inc,RO-95342-bv,11/03/2026,Market Stall,Syrup
29/09/2024,"Hoffman, Baker and Richards",Rural,Metformin,MediPlus,4389.39,51,Jones-Young,Zk-80735-zC,28/12/2025,Market Stall,Injection
22/09/2024,Garcia-James,Rural,Amlodipine,HealthFirst,2648.66,7,Russell Group,xp-52980-Pc,06/01/2027,Mobile Van,Tablet
09/07/2024,Gray-Mayo,Rural,Paracetamol,HealthFirst,4616.64,96,Yu Inc,OB-61004-Ob,27/01/2027,In-Store,Injection
03/02/2025,Rodriguez-Graham,Urban,Paracetamol,HealthFirst,2453.65,90,Powell LLC,KT-51001-Nv,28/04/2025,Market Stall,Capsule
13/05/2024,"Watts, Robinson and Nguyen",Rural,Metformin,PharmaTrust,1229.25,34,Yu Inc,rA-98726-jC,14/07/2025,In-Store,Injection
04/10/2024,Wilkerson-Day,Rural,Amoxicillin,HealthFirst,3075.35,66,Lee-Davis,Kp-75205-WU,05/02/2027,In-Store,Syrup
30/03/2025,Doyle Ltd,Urban,Amoxicillin,Biokare,1274.31,13,Walker LLC,Uk-54157-pL,16/05/2026,In-Store,Capsule
03/08/2024,George Group,Urban,Chloroquine,MediPlus,3739.67,59,Gray Group,Pu-24742-IL,09/07/2025,In-Store,Injection
23/12/2024,Anderson Group,Urban,Amoxicillin,MediPlus,4754.29,79,"Washington, Ryan and Cummings",Bu-95974-fK,13/06/2026,Mobile Van,Tablet
18/08/2024,"Ferrell, Rice and Maddox",Urban,Amlodipine,HealthFirst,1183.27,100,Powell LLC,Yz-65631-bY,01/10/2025,Mobile Van,Injection
05/07/2024,"Guzman, Hoffman and Baldwin",Rural,Artemisinin,MediPlus,3800.69,33,Jones-Young,QI-88894-KE,03/07/2026,Market Stall,Tablet
12/03/2025,Morales-Jones,Urban,Metformin,HealthFirst,2922.32,74,"Brooks, Lam and Hayes",BW-94172-oS,26/10/2026,Mobile Van,Syrup
10/09/2024,"Snyder, Campos and Callahan",Urban,Amlodipine,BioCare,4155.57,20,Novak and Sons,aR-28828-RH,28/08/2025,Market Stall,Capsule
25/03/2025,"Walter, Edwards and Rios",Rural,Artemisinin,MediPlus,2234.2,93,Novak and Sons,Qj-31430-wj,26/05/2025,In-Store,Capsule
